keen.timestamp,keen.created_at,keen.id,activity,company,device,employee,end,info,job,start,value
2017-08-23T06:20:01.669Z,2017-09-11T22:37:07.758Z,59b71013ca2710000118a192,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:20:07.103Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:20:01.669Z,1
2017-08-23T06:20:09.502Z,2017-09-11T22:37:07.845Z,59b7101316a81000015accd0,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:20:14.574Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:20:09.502Z,1
2017-08-23T06:20:16.574Z,2017-09-11T22:37:07.942Z,59b71013422780000101800d,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:20:22.565Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:20:16.574Z,1
2017-08-23T06:20:37.071Z,2017-09-11T22:36:37.523Z,59b70ff58de8280001a3b9e0,active.interval,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:54:59.536Z,na,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:20:37.071Z,2062
2017-08-23T06:21:00.761Z,2017-09-11T22:37:08.040Z,59b710146d15c5000157f9e6,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:21:05.676Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:21:00.761Z,1
2017-08-23T06:22:11.001Z,2017-09-11T22:37:08.133Z,59b710144cefc400012c20a5,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:22:14.277Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:22:11.001Z,1
2017-08-23T06:22:18.554Z,2017-09-11T22:37:08.219Z,59b71014796ae000017f090c,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:22:21.748Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:22:18.554Z,1
2017-08-23T06:22:27.064Z,2017-09-11T22:37:08.325Z,59b710143e9613000173c1f2,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:22:29.340Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:22:27.064Z,1
2017-08-23T06:22:45.122Z,2017-09-11T22:37:08.423Z,59b71014df88d00001fa0f2b,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:22:52.313Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:22:45.122Z,1
2017-08-23T06:24:10.624Z,2017-09-11T22:37:08.551Z,59b710147d876c000176edc0,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:24:14.060Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:24:10.624Z,1
2017-08-23T06:24:21.571Z,2017-09-11T22:37:08.644Z,59b71014fe6bb0000168dc02,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:24:23.529Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:24:21.571Z,1
2017-08-23T06:24:31.560Z,2017-09-11T22:37:08.865Z,59b710148290240001bfb48d,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:24:37.633Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:24:31.560Z,1
2017-08-23T06:24:39.673Z,2017-09-11T22:37:08.956Z,59b7101453e9200001b3c634,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:24:55.693Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:24:39.673Z,1
2017-08-23T06:24:57.452Z,2017-09-11T22:37:09.058Z,59b71015e3376500016ee489,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:25:03.923Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:24:57.452Z,1
2017-08-23T06:25:14.751Z,2017-09-11T22:37:09.150Z,59b71015db05e30001ce42d4,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:25:18.147Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:25:14.751Z,1
2017-08-23T06:25:21.465Z,2017-09-11T22:37:09.252Z,59b71015320d680001fe6176,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:25:24.062Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:25:21.465Z,1
2017-08-23T06:25:56.263Z,2017-09-11T22:37:09.340Z,59b710158d09dc000181e08e,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:26:03.575Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:25:56.263Z,1
2017-08-23T06:26:03.655Z,2017-09-11T22:37:09.435Z,59b710153814a50001b882d6,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:26:05.775Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:26:03.655Z,1
2017-08-23T06:27:51.692Z,2017-09-11T22:37:09.532Z,59b7101594339c0001cf4d21,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:27:53.610Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:27:51.692Z,1
2017-08-23T06:28:06.355Z,2017-09-11T22:37:09.635Z,59b71015b918c8000125e83f,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:28:17.662Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:28:06.355Z,1
2017-08-23T06:28:21.419Z,2017-09-11T22:37:09.736Z,59b71015f78944000109b2be,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:28:25.573Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:28:21.419Z,1
2017-08-23T06:28:28.052Z,2017-09-11T22:37:09.833Z,59b71015d2c3ab000191a585,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:28:36.481Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:28:28.052Z,1
2017-08-23T06:28:41.637Z,2017-09-11T22:37:09.938Z,59b71015aaf41c00013db8ca,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:28:48.028Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:28:41.637Z,1
2017-08-23T06:29:17.794Z,2017-09-11T22:37:10.030Z,59b71016ce15670001eefcf3,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:29:23.148Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:29:17.794Z,1
2017-08-23T06:29:45.922Z,2017-09-11T22:37:10.149Z,59b710161364b90001b8872c,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:29:49.558Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:29:45.922Z,1
2017-08-23T06:29:50.758Z,2017-09-11T22:37:10.239Z,59b71016597b370001ea03b2,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:29:53.276Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:29:50.758Z,1
2017-08-23T06:30:06.698Z,2017-09-11T22:37:10.332Z,59b71016ede56e0001da9ab7,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:30:10.614Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:30:06.698Z,1
2017-08-23T06:30:13.333Z,2017-09-11T22:37:10.430Z,59b7101616a1030001a3df57,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:30:15.650Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:30:13.333Z,1
2017-08-23T06:30:47.052Z,2017-09-11T22:37:10.522Z,59b710167bb2c400014f764d,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:31:10.985Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:30:47.052Z,1
2017-08-23T06:31:15.701Z,2017-09-11T22:37:10.637Z,59b710162d50a80001d80ba0,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:31:17.498Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:31:15.701Z,1
2017-08-23T06:32:06.202Z,2017-09-11T22:37:10.734Z,59b7101649f35e0001c6c7d8,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:32:07.841Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:32:06.202Z,1
2017-08-23T06:32:15.032Z,2017-09-11T22:37:10.833Z,59b710167a86c10001990838,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:32:19.627Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:32:15.032Z,1
2017-08-23T06:32:21.985Z,2017-09-11T22:37:10.949Z,59b71016e8a917000146aa44,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:32:25.381Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:32:21.985Z,1
2017-08-23T06:32:25.238Z,2017-09-11T22:24:07.948Z,59b70d0716a1030001a39f7f,active.interval,mcmasterohio,34d3n426LdxamFFN,c8982dca-ec58-48d3-9d5b-40684f4676f5,2017-08-23T07:00:00.000Z,na,8d0267e5-f5de-4fae-9712-84ec8e2f0917,2017-08-23T06:32:25.238Z,1654
2017-08-23T06:38:06.554Z,2017-09-11T22:37:11.047Z,59b7101773d169000123ea96,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:38:09.990Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:38:06.554Z,1
2017-08-23T06:39:06.526Z,2017-09-11T22:37:11.148Z,59b71017d14ff5000181b76b,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:39:11.361Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:39:06.526Z,1
2017-08-23T06:42:28.738Z,2017-09-11T22:37:11.235Z,59b710174c77be0001257000,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:42:30.576Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:42:28.738Z,1
2017-08-23T06:43:47.730Z,2017-09-11T22:37:11.346Z,59b7101742b2d30001ab7fb6,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:43:55.321Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:43:47.730Z,1
2017-08-23T06:46:23.554Z,2017-09-11T22:37:11.445Z,59b71017c7a7fb0001fc83ea,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:46:25.472Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:46:23.554Z,1
2017-08-23T06:47:39.988Z,2017-09-11T22:37:11.542Z,59b710170594630001cbdabb,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:47:42.026Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:47:39.988Z,1
2017-08-23T06:50:08.982Z,2017-09-12T23:20:31.338Z,59b86bbf4b9bff0001dfef07,active.interval,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T07:00:00.000Z,na,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:50:08.982Z,591
2017-08-23T06:50:35.431Z,2017-09-11T22:37:11.651Z,59b71017f19e350001f713e5,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:50:39.427Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:50:35.431Z,1
2017-08-23T06:50:39.507Z,2017-09-11T22:37:11.759Z,59b710174591250001a57276,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:50:44.584Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:50:39.507Z,1
2017-08-23T06:53:13.215Z,2017-09-11T22:37:11.849Z,59b71017a44b2d000178b7e7,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:53:19.927Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:53:13.215Z,1
2017-08-23T06:53:30.515Z,2017-09-11T22:37:11.933Z,59b7101710ffb50001553f7b,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:53:32.952Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:53:30.515Z,1
